0.174567	0	0	0.0207137
0.174568	0	0	0.145635
0.174569	0	0	0.330657
0.17457	0	0	0.560122
0.174571	0	0	0.826579
0.174572	0	0	1.12536
0.174573	0	0	1.45315
0.174574	0	0	1.80742
0.174575	0	0	2.18614
0.174576	0	0	2.58759
0.174577	0	0	3.01031
0.174578	0	0	3.45301
0.174579	0	0	3.91451
0.17458	0	0	4.39374
0.174581	0	0	4.88971
0.174582	0	0	5.40148
0.174583	0	0	5.92814
0.174584	0	0	6.46885
0.174585	0	0	7.02277
0.174586	0	0	7.58909
0.174587	0	0	8.16701
0.174588	0	0	8.75575
0.174589	0	0	9.35453
0.17459	0	0	9.96258
0.174591	0	0	10.5791
0.174592	0	0	11.2034
0.174593	0	0	11.8346
0.174594	0	0	12.4721
0.174595	0	0	13.1149
0.174596	0	0	13.7624
0.174597	0	0	14.4138
0.174598	0	0	15.0682
0.174599	0	0	15.7249
0.1746	0	0	16.3831
0.174601	0	0	17.0419
0.174602	0	0	17.7007
0.174603	0	0	18.3585
0.174604	0	0	19.0146
0.174605	0	0	19.668
0.174606	0	0	20.3181
0.174607	0	0	20.964
0.174608	0	0	21.6048
0.174609	0	0	22.2397
0.17461	0	0	22.8679
0.174611	0	0	23.4886
0.174612	0	0	24.1009
0.174613	0	0	24.7039
0.174614	0	0	25.2969
0.174615	0	0	25.879
0.174616	0	0	26.4493
0.174617	0	0	27.0072
0.174618	0	0	27.5517
0.174619	0	0	28.082
0.17462	0	0	28.5974
0.174621	0	0	29.0971
0.174622	0	0	29.5802
0.174623	0	0	30.046
0.174624	0	0	30.4937
0.174625	0	0	30.9226
0.174626	0	0	31.332
0.174627	0	0	31.7211
0.174628	0	0	32.0893
0.174629	0	0	32.4358
0.17463	0	0	32.76
0.174631	0	0	33.0612
0.174632	0	0	33.3389
0.174633	0	0	33.5925
0.174634	0	0	33.8213
0.174635	0	0	34.0248
0.174636	0	0	34.2025
0.174637	0	0	34.3538
0.174638	0	0	34.4784
0.174639	0	0	34.5758
0.17464	0	0	34.6456
0.174641	0	0	34.6873
0.174642	0	0	34.7007
0.174643	0	0	34.6854
0.174644	0	0	34.6411
0.174645	0	0	34.5676
0.174646	0	0	34.4647
0.174647	0	0	34.3322
0.174648	0	0	34.17
0.174649	0	0	33.9779
0.17465	0	0	33.7559
0.174651	0	0	33.5039
0.174652	0	0	33.222
0.174653	0	0	32.9102
0.174654	0	0	32.5686
0.174655	0	0	32.1973
0.174656	0	0	31.7965
0.174657	0	0	31.3663
0.174658	0	0	30.907
0.174659	0	0	30.419
0.17466	0	0	29.9024
0.174661	0	0	29.3577
0.174662	0	0	28.7853
0.174663	0	0	28.1855
0.174664	0	0	27.5589
0.174665	0	0	26.906
0.174666	0	0	26.2273
0.174667	0	0	25.5234
0.174668	0	0	24.7949
0.174669	0	0	24.0424
0.17467	0	0	23.2667
0.174671	0	0	22.4685
0.174672	0	0	21.6484
0.174673	0	0	20.8073
0.174674	0	0	19.9461
0.174675	0	0	19.0655
0.174676	0	0	18.1664
0.174677	0	0	17.2497
0.174678	0	0	16.3163
0.174679	0	0	15.3671
0.17468	0	0	14.4033
0.174681	0	0	13.4256
0.174682	0	0	12.4352
0.174683	0	0	11.433
0.174684	0	0	10.4201
0.174685	0	0	9.39758
0.174686	0	0	8.36649
0.174687	0	0	7.32793
0.174688	0	0	6.28297
0.174689	0	0	5.23274
0.17469	0	0	4.17834
0.174691	0	0	3.12089
0.174692	0	0	2.06152
0.174693	0	0	1.00134
0.174694	0	0	-0.0585146
0.174695	0	0	-1.11692
0.174696	0	0	-2.17275
0.174697	0	0	-3.2249
0.174698	0	0	-4.27224
0.174699	0	0	-5.31368
0.1747	0	0	-6.34812
0.174701	0	0	-7.37448
0.174702	0	0	-8.39168
0.174703	0	0	-9.39867
0.174704	0	0	-10.3944
