1.00E+09	18.2284	0.000242
2.00E+09	24.0521	0.000183
5.00E+09	34.7007	0.000127
1.00E+10	45.7853	9.5999999999985E-05
2.00E+10	60.4166	7.30000000000175E-05
5.00E+10	87.1313	5.03300000000151E-05
1.00E+11	114.948	3.79999999999825E-05
